,season_idx,episode_idx,character,utterance
47,0,0,NED,He won’t be a boy forever. And winter is coming.
48,0,0,SCENE,"[NED departs. In the courtyard, ROBB and JON gather the arrows. CATELYN turns and glares down on JON. He looks at her and walks away.]"
49,0,0,ROBB,"Lad, go run back and get the rest."
50,0,0,SCENE,"[Scene shifts, and we see WILL being taken to the block.] WILL (muttering): White Walkers. I saw the White Walkers. White Walkers. The White Walkers, I saw them."
51,0,0,SCENE,[He and NED face each other.]
52,0,0,WILL,"I know I broke my oath. And I know I’m a deserter. I should have gone back to the Wall and warned them. But I saw what I saw. I saw the White Walkers. People need to know. If you can get word to my family, tell them I’m no coward. Tell them I’m sorry. NED nods yes, and WILL is positioned on the tree limb that serves as a block. [NED draws Ice from a scabbard held by Theon.] WILL (whispering): Forgive me, lord."
53,0,0,SCENE,[NED bows his head over ICE.]
54,0,0,NED,"In the name of Robert of the House Baratheon, first of his name … JON (to BRAN): Don’t look away."
55,0,0,NED,King of the Andals and the First Men …
56,0,0,JON,Father will know if you do.
57,0,0,NED,"Lord of the Seven Kingdoms and protector of the realm, I, Eddard of the House Stark, Lord of Winterfell and Warden of the North, sentence you to die."
58,0,0,SCENE,[NED swings ICE and beheads WILL. BRAN does not look away.]
59,0,0,JON,You did well.
60,0,0,SCENE,[He walks away. ROBB turns and puts his arm around BRAN and they go to their horses together. NED approaches BRAN.]
61,0,0,NED,You understand why I did it?
62,0,0,BRAN,Jon said he was a deserter.
63,0,0,NED,But do you understand why I had to kill him?
64,0,0,BRAN,Our way is the old way?
65,0,0,NED,The man who passes the sentence should swing the sword.
66,0,0,BRAN,Is it true he saw the White Walkers?
67,0,0,NED,The White Walkers have been gone for thousands of years.
68,0,0,BRAN,So he was lying?
69,0,0,NED,A madman sees what he sees.
70,0,0,SCENE,[Scene shifts to a dead stag’s head. The Winterfell men gather on the bridge They see a ravaged deer before them.]
71,0,0,JON,What is it?
72,0,0,THEON,Mountain lion?
73,0,0,NED,There are no mountain lions in these woods.
74,0,0,SCENE,"[ With swords out, they begin to search. NED finds a dead direwolf with antlers through her throat. Her pups are whimpering around her.]"
75,0,0,THEON,It’s a freak.
76,0,0,NED,It’s a direwolf.
77,0,0,SCENE,[NED and CASSEL glance at each other.]
78,0,0,NED,Tough old beast.
79,0,0,SCENE,[He pulls out the antlers.]
80,0,0,ROBB,There are no direwolves south of the Wall.
81,0,0,JON,Now there are five.
82,0,0,SCENE,[Jon picks up a pup and offers it to BRAN.]
83,0,0,JON,You want to hold it?
84,0,0,BRAN,Where will they go? Their mother’s dead.
85,0,0,CASSEL,They don’t belong down here.
86,0,0,NED,Better a quick death. They won’t last without their mother.
87,0,0,THEON,Right. Give it here.
88,0,0,BRAN,NO! ROBB (disgustedly to THEON): Put away your blade.
89,0,0,THEON,"I take orders from your father, not you."
90,0,0,BRAN,"Please, father!"
91,0,0,NED,"I’m sorry, Bran."
92,0,0,JON,Lord Stark? There are five pups. One for each of the Stark children. The direwolf is the sigil of your House. They were meant to have them.
93,0,0,SCENE,"[Everyone looks at NED, BRAN with great hope.]"
94,0,0,NED,"You will train them yourselves. You will feed them yourselves. And if they die, you will bury them yourselves."
95,0,0,SCENE,[BRAN cradles his pup as JON hands more pups to ROBB.] BRAN (to JON): What about you?
96,0,0,JON,I’m not a Stark. Get on.
97,0,0,SCENE,"[JON walks away, pauses, and hears another whimper.]"
98,0,0,ROBB,What is it?
99,0,0,SCENE,[JON pulls up a white wolf pup. ]
100,0,0,THEON,"The runt of the litter. That one’s yours, Snow."
101,0,0,SCENE,"[Scene shifts to bells ringing at Kings Landing. In front of the Iron Throne, surrounded by druidical looking celebrants, lies the body of JON ARRYN. Up in the balcony, CERSEI watches the scene below as JAIME approaches.]"
102,0,0,JAIME,"As your brother, I feel it’s my duty to warn you: You worry too much. It’s starting to show."
103,0,0,CERSEI,"And you never worry about anything. When we were seven, you jumped off the cliffs as Casterly Rock. One hundred foot drop into the water. And you were never afraid."
104,0,0,JAIME,"There was nothing to be afraid of until you told father. [In a whisper, mimicking] We’re Lannisters. Lannisters don’t act like fools."
105,0,0,CERSEI,What if Jon Arryn told someone?
106,0,0,JAIME,But who would he tell?
107,0,0,CERSEI,My husband.
108,0,0,JAIME,"If he told the king, both our heads would be skewered on the city gates by now. Whatever Jon Arryn knew or didn’t know, it died with him. And Robert will choose a new Hand of the king, someone to do his job while he’s off fucking boars and hunting whores. Or is it the other way around? And life will go on."
109,0,0,CERSEI,You should be the Hand of the king.
110,0,0,JAIME,"That’s an honor I can do without. Their days are too long, their lives are too short. Scene shifts to a raven approaching Winterfell. [CATELYN crosses a busy courtyard and finds NED in the godswood.]"
111,0,0,CATELYN,All these years and I still feel like an outsider when I come here.
112,0,0,NED,You have five northern children. You’re not an outsider.
113,0,0,CATELYN,I wonder if the old gods agree.
114,0,0,NED,It’s your gods with all the rules.
115,0,0,CATELYN,"I am so sorry, my love."
116,0,0,NED,Tell me.
117,0,0,CATELYN,There was a raven from Kings Landing. Jon Arryn is dead. A fever took him. I know he was like a father to you.
118,0,0,NED,Your sister. The boy …
119,0,0,CATELYN,They both have their health. Gods be good. [pause] The raven brought more news. The king rides for Winterfell. With the queen and all the rest of them.
120,0,0,NED,"He’s coming this far North, there’s only one thing he’s after."
121,0,0,CATELYN,"You can always say no, Ned."
122,0,0,SCENE,[Scene shifts to the Winterfell great hall where a great banquet is being prepared.]
123,0,0,CATELYN,We need plenty of candles for Lord Tyrion’s chamber. I’m told he reads all night.
124,0,0,LUWIN,I’m told he drinks all night.
125,0,0,CATELYN,How much could he possibly drink? A man of his … stature.
126,0,0,LUWIN,We’ve brought up eight barrels of ale from the cellar. Perhaps we’ll find out.
127,0,0,CATELYN,"In any case, candles."
128,0,0,SCENE,"[Scene shifts to Robb, Theon, and Jon getting barbered.]"
129,0,0,JON,Why’s your mother so dead-set on us getting pretty for the king?
130,0,0,THEON,"It’s for the queen, I bet. I hear she’s [sleek as a mink?]"
131,0,0,ROBB,I hear the prince is a right royal prick.
132,0,0,THEON,Think of all those southern girls he gets to stab with his right royal prick.
133,0,0,ROBB,"Go on, Tommy, shave him good. He’s never met a girl he likes better than his own hair."
134,0,0,SCENE,"[Scene shifts to the royal procession approaching Winterfell. Bran sees them from his perch high atop a castle wall and clambers nimbly down to tell everyone. CATELYN and LUWIN walk to the courtyard, passing BRAN’s wolf pup.]"
135,0,0,CATELYN,"Gods, but they grow fast. [Seeing BRAN on the wall] Brandon!"
136,0,0,BRAN,I saw the king! He’s got hundreds of people!
137,0,0,CATELYN,How many times have I told you: No climbing!
138,0,0,BRAN,But he’s coming right now! Down our road!
139,0,0,CATELYN,I want you to promise me: No more climbing. BRAN (looking down): I promise.
140,0,0,CATELYN,D’you know what?
141,0,0,BRAN,What?
142,0,0,CATELYN,You always look at your feet before you lie. Run and find your father. Tell him the king is close.
143,0,0,SCENE,"[BRAN runs off, followed by his wolf pup.]"
144,0,0,SCENE,"[Scene shifts to grand entry of the king’s horses and men. ARYA, wearing a helm and cloak, pushes her way into a tall wagon for a better look. In rides JOFFREY, followed by the HOUND . The other Starks wait in a greeting line.]"
145,0,0,CATELYN,"Where’s Arya? Sansa, where’s your sister?"
146,0,0,SCENE,[More riders with banners. ARYA scoots past her parents to get in the receiving line.]
147,0,0,NED,"Hey,, hey, hey, hey. What are you doing with that on? [Pulls off ARYA’s helm] ARYA (pushing BRAN): Move!"
148,0,0,SCENE,"[JOFFREY rides up, SANSA smiles at him, ROBB glares at JOFFREY. The HOUND pulls up his helm. The coach carrying CERSEI lumbers in, followed by KING ROBERT. All kneel. ROBERT heaves himself off his horse. NED looks shocked at the sight of his old friend, now fat and red-faced. ROBERT signals for all to rise and looks at NED.]"
149,0,0,NED,Your Grace.
150,0,0,ROBERT,You’ve got fat.
151,0,0,SCENE,[NED gives ROBERT a “What about you?” look. They start laughing.]
152,0,0,ROBERT,Cat!
153,0,0,CATELYN,Your Grace.
154,0,0,ROBERT,Nine years. Why haven’t I seen you? Where the hell have you been?
155,0,0,NED,"Guarding the North for you, Your Grace. Winterfell is yours."
156,0,0,SCENE,[CERSEI and her other children descend from the coach.]
157,0,0,ARYA,Where’s the Imp?
158,0,0,SANSA,Will you shut up?
159,0,0,ROBERT,"Who have we here? You must be Robb. (To Sansa) My, you’re a pretty one. (To Arya) Your name is?"
160,0,0,ARYA,Arya. ROBERT (to BRAN) Ooh. Show us your muscles. You’ll be a soldier.
161,0,0,SCENE,[JAIME removes his helm.]
162,0,0,ARYA,That’s Jaime Lannister. The queen’s twin brother.
163,0,0,SANSA,Would you please shut up.
164,0,0,SCENE,[CERSEI approaches.]
165,0,0,NED,My queen.
166,0,0,CATELYN,My queen.
167,0,0,ROBERT,Take me to your crypt. I want to pay my respects.
168,0,0,CERSEI,"We’ve been riding for a month, my love. Surely the dead can wait."
169,0,0,ROBERT,Ned.
170,0,0,ARYA,Where’s the Imp?
171,0,0,SCENE,"[CERSEI, humiliated in front of all, walks back to JAIME.]"
172,0,0,CERSEI,Where is our brother? Go find the little beast.
173,0,0,SCENE,[Scene changes to the crypt.]
174,0,0,NED,Tell me about Jon Arryn.
175,0,0,ROBERT,"One minute he was fine, and then … Burned right through him, whatever it was. I loved that man."
176,0,0,NED,We both did.
177,0,0,ROBERT,"He never had to teach you much, but me … You remember me at 16? All I wanted to do was crack skulls and fuck girls. He showed me what was what."
178,0,0,NED,Aye.
179,0,0,ROBERT,"Don’t look at me like that. Not his fault I didn’t listen. (They laugh. ROBERT sighs.) I need you, Ned. Down at Kings Landing. Not up here, where you’re no damn use to anybody. Lord Eddard Stark, I would name you the Hand of the king."
180,0,0,SCENE,[NED kneels.]
181,0,0,NED,I’m not worthy of the honor.
182,0,0,ROBERT,"I’m not trying to honor you. I’m trying to get you to run my kingdom while I eat, drink, and whore my way to an early grave. Damn it, Ned, stand up. You helped me win the Iron Throne, now help me keep the damn thing. We were meant to rule together. If your sister had lived, we would have been bound by blood. Well, it’s not too late. I have a son, you have a daughter. We’ll join our Houses."
183,0,0,SCENE,"[Scene changes to JAIME in the Winterfell settlement. We see Tyrion inside a whorehouse, swilling liquor and laughing as a woman pops into view after servicing him.]"
184,0,0,TYRION,Mmh. It is true what they say about the Northern girls.
185,0,0,ROS,Did you hear the king’s in Winterfell?
186,0,0,TYRION,I did hear something about that.
187,0,0,ROS,And the queen. And her twin brother. They say that he is the most handsome man in the Seven Kingdoms.
188,0,0,TYRION,And the other brother?
189,0,0,ROS,The queen has two brothers?
190,0,0,TYRION,There’s the pretty one. And there’s the clever one.
191,0,0,ROS,I hear they call him the Imp.
192,0,0,TYRION,I hear he hates that nickname.
193,0,0,ROS,Oh? I hear he’s more than earned it. I hear he’s a drunken little lecher into all manner of perversions.
194,0,0,TYRION,Clever girl.
195,0,0,ROS,"We’ve been expecting you, Lord Tyrion."
196,0,0,TYRION,Have you?
197,0,0,TYRION,The gods gave me one blessing.
198,0,0,SCENE,[She climbs on TYRION. JAIME walks in without knocking.]
199,0,0,JAIME,Don’t get up.
200,0,0,ROS,M’lord.
201,0,0,TYRION,"Should I explain to you the meaning of a closed door in a whorehouse, brother?"
202,0,0,JAIME,"You’ve much to teach me, no doubt. But our sister craves your attention."
203,0,0,TYRION,"She has odd cravings, our sister."
204,0,0,JAIME,"A family trait. Now, the Starks are feasting us at sundown. Don’t leave me alone with these people."
205,0,0,TYRION,"I’m sorry, I’ve begun the feast a bit early. And this is the first of many courses."
206,0,0,JAIME,"I thought you might say that. But since we’re short on time, (he opens the door; a bevy of whores enter and descend on TYRION) Come on, girls. See you at sundown."
207,0,0,SCENE,[JAIME leaves.]
208,0,0,TYRION,Close the door!
209,0,0,SCENE,"[Scene changes to the Winterfell crypt, at Lyanna’s tomb. Robert places a feather in the hand of her statue.]"
210,0,0,ROBERT,Did you have to bury her in a place like this? She should be on a hill somewhere with the sun and the clouds above her.
211,0,0,NED,She was my sister. This is where she belongs.
212,0,0,ROBERT,She belonged with me.
213,0,0,SCENE,[He touches Lyanna’s face.]
214,0,0,ROBERT,"In my dreams, I kill him every night."
215,0,0,NED,"It’s done, Your Grace. The Targaryens are gone."
216,0,0,ROBERT,Not all of them.
217,0,0,SCENE,"[Scene shifts to Daenerys on a balcony in Pentos, across the Narrow Sea.] VISERYS (off camera): Daenerys!"
218,0,0,SCENE,[He enters a large chamber.]
219,0,0,VISERYS,Daenerys! There’s our bride to be! Look – a gift from Illyrio. Touch it. Come on. Feel the fabric. Mmmm. Isn’t he a gracious host?
220,0,0,DAENERYS,We’ve been his guests for over a year and he’s never asked us for anything.
221,0,0,VISERYS,"Illyrio is no fool. He knows I won’t forget my friends when I come into my throne. You still slouch. Let me see. (He pulls off her gown.) You have a woman’s body now. (She endures it as he strokes her breast.) I need you to be perfect today. Can you do that for me? You don’t want to wake the dragon, do you?"
222,0,0,DAENERYS,No.
223,0,0,SCENE,[VISERYS nods and starts to leave the chamber. He turns.]
224,0,0,VISERYS,"When they write the history of my reign, sweet sister, they will say it began today."
225,0,0,SCENE,[Daenerys turns and steps into a steaming hot bath with a despairing look on her face.]
226,0,0,MAID,"It’s too hot, my lady."
227,0,0,SCENE,"[ But DAENERYS keeps stepping deeper. The scene shifts to ILLYRIOS, DAENERYS, AND VISERYS outside the mansion, awaiting Khal Drogo.]"
228,0,0,VISERYS,Where is he?
229,0,0,ILLYRIO,The Dothraki are not known for their punctuality.
230,0,0,SCENE,[A host of Dothraki come riding up. Khal Drogo wheels his stallion into the front.]
231,0,0,ILLYRIO,"(Greets them in Dothraki.) May I present my honored guests? Viserys of House Targaryen, the third of his name. The rightful King of the Andals and the First Men. And his sister, Daenerys, of the House Targaryen. VISERYS (to DAENERYS) Do you see how long his hair is? When Dothraki are defeated in combat, they cut off their braid so the whole world can see their shame. Khal Drogo has never been defeated. He’s a savage, of course, but he’s one of the finest killers alive. And you will be his queen."
232,0,0,ILLYRIO,"Come forward, my dear."
233,0,0,SCENE,"[KHAL DROGO watches as DAENERYS walks toward him. She does not hesitate and looks straight at him, although there is fear on her face. KHAL DROGO gazes at her and then leads his horsemen on a charge away.]"
234,0,0,VISERYS,Where’s he going?
235,0,0,ILLYRIO,The ceremony is over.
236,0,0,VISERYS,But he didn’t say anything. Did he like her?
237,0,0,ILLYRIO,"Trust me, Your Grace. If he didn’t like her, we’d know."
238,0,0,SCENE,"[The scene shifts to ILLYRIO, VISERYS, AND DAENERYS ON A GARDEN BALCONY OVERLOOKING THE SEA.]"
239,0,0,ILLYRIO,It won’t be long now. Soon you will cross the Narrow Sea and take back your father’s throne. The people drink secret toasts to your health. They cry out for their true king.
240,0,0,VISERYS,When will they be married?
241,0,0,ILLYRIO,Soon. The Dothraki never stay still for long.
242,0,0,VISERYS,Is it true they lie with their horses?
243,0,0,ILLYRIO,I wouldn’t ask Khal Drogo.
244,0,0,VISERYS,Do you take me for a fool?
245,0,0,ILLYRIO,I take you for a king. Kings lack the caution of common men. My apologies if I’ve given offense.
246,0,0,VISERYS,I know how to play a man like Drogo. I give him a queen and he gives me an army. DAENERYS (pleadingly) I don’t want to be his queen. I want to go home.
247,0,0,VISERYS,"So do I. I want us both to go home. But they took it from us. So tell me, sweet sister, how do we go home?"
248,0,0,DAENERYS,I don’t know.
249,0,0,VISERYS,"We go home with an army. With Khal Drogo’s army. I would let his whole tribe fuck you, all 40,000 men and their horses too, if that’s what it took."
250,0,0,SCENE,"[He gives DAENERYS a brotherly kiss on the forehead and walks away. The scene shifts to a bedroom in Winterfell, where CATELYN is fixing SANSA’S hair.]"
251,0,0,SANSA,Do you think Joffrey will like me? What if he thinks I’m ugly?
252,0,0,CATELYN,Then he is the stupidest prince that ever lived.
253,0,0,SANSA,He’s so handsome.
254,0,0,SCENE,[CATELYN rolls her eyes.]
255,0,0,SANSA,When would we be married? Soon or do we have to wait?
256,0,0,CATELYN,Hush now. Your father hasn’t even said yes.
257,0,0,SANSA,Why would he say no? He’d be the second most powerful man in the kingdoms.
258,0,0,CATELYN,He’d have to leave home. He’d have to leave me. And so would you.
259,0,0,SANSA,You left your home to come here. And I’d be queen someday. Please make father say yes.
260,0,0,CATELYN,Sansa…
261,0,0,SANSA,"Please, please. It’s the only thing I ever wanted."
262,0,0,SCENE,"[Scene shifts to the Winterfell banquet. Laughter, music, KING ROBERT getting bawdy with a wench. CATELYN and CERSEI watch, CATELYN embarrassed for CERSEI, who looks disgusted. Out in the courtyard, JON takes out his frustration on a fencing dummy. His uncle BENJEN rides up.]"
263,0,0,BENJEN,Is he dead yet?
264,0,0,JON,Uncle Benjen!
265,0,0,SCENE,[They hug.]
266,0,0,BENJEN,You got bigger. I rode all day. Didn’t want to leave you alone with the Lannisters. Why aren’t you at the feast?
267,0,0,JON,Lady Stark thought it might insult the royal family to seat a bastard in their midst.
268,0,0,BENJEN,"Well, you’re always welcome on the wall. No bastard was ever refused a seat there."
269,0,0,JON,So take me with you when you go back.
270,0,0,BENJEN,Jon…
271,0,0,JON,"Father will let me if you ask him, I know he will."
272,0,0,BENJEN,The Wall isn’t going anywhere.
273,0,0,JON,I’m ready to swear your oath.
274,0,0,BENJEN,You don’t understand what you’d be giving up. We have no families. None of us will ever father sons.
275,0,0,JON,I don’t care about that.
276,0,0,BENJEN,"You might, if you knew what it meant. … I’d better get inside. Rescue your father from his guests. We’ll talk later."
277,0,0,SCENE,[BENJEN goes to the banquet.]
278,0,0,TYRION,Your uncle’s in the Night’s Watch.
279,0,0,JON,What’re you doing back there? TYRION (drinking): Preparing for a night with your family. I’ve always wanted to see the Wall.
280,0,0,JON,You’re Tyrion Lannister. The queen’s brother?
281,0,0,TYRION,"My greatest accomplishment. You – you’re Ned Stark’s bastard, aren’t you?"
282,0,0,SCENE,[JON looks angry and turns away.]
283,0,0,TYRION,"Did I offend you? Sorry. You are the bastard, though."
284,0,0,JON,Lord Eddard Stark is my father.
285,0,0,TYRION,"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you."
286,0,0,JON,What the hell do you know about being a bastard?
287,0,0,TYRION,All dwarves are bastards in their fathers’ eyes.
288,0,0,SCENE,[TYRION departs. JON picks up his sword and attacks the dummy with new ferocity.]
289,0,0,SCENE,"[The scene shifts back to the banquet, in full raucous swing. NED is off to himself; BENJEN comes up to him.]"
290,0,0,BENJEN,You at a feast -- It’s like a bear in a trap.
291,0,0,NED,The boy I beheaded. Did you know him?
292,0,0,BENJEN,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger."
293,0,0,NED,He was talking madness. Said the Walkers slaughtered his friends.
294,0,0,BENJEN,The two he was with are still missing.
295,0,0,NED,A wildling ambush.
296,0,0,BENJEN,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.
297,0,0,NED,Winter is coming.
298,0,0,SCENE,[ROBB approaches.]
299,0,0,ROBB,Uncle Benjen.
300,0,0,BENJEN,Robb boy. How are ye?
301,0,0,ROBB,I’m good.
302,0,0,SCENE,"[KING ROBERT gets even more bawdy with a wench.] CATELYN (in desperation) Is this your first time in the North, Your Grace?"
303,0,0,CERSEI,Yes. Lovely country.
304,0,0,SCENE,[They observe SANSA.]
305,0,0,CATELYN,"I’m sure it’s very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time."
306,0,0,SCENE,[SANSA approaches and smiles shyly at CERSEI.]
307,0,0,CERSEI,"Hello, little dove. But you are a beauty. How old are you?"
308,0,0,SANSA,"Thirteen, Your Grace."
309,0,0,CERSEI,You’re tall. Still growing?
310,0,0,SANSA,"I think so, Your Grace."
311,0,0,CERSEI,"And have you bled yet? SANSA (discomfited): No, Your Grace."
312,0,0,CERSEI,And your dress. Did you make it?
313,0,0,SCENE,[SANSA nods yes.]
314,0,0,CERSEI,Such talent. You must make something for me.
315,0,0,SCENE,[SANSA departs.] CERSEI (to CATELYN]: I hear we might share a grandchild someday.
316,0,0,CATELYN,I hear the same.
317,0,0,CERSEI,Your daughter will do well in the capital. Such a beauty shouldn’t stay hidden up here forever.
318,0,0,SCENE,[SANSA and JOFFREY catch each other’s eye. JOFFREY smiles at her and she turns to her friend.]
319,0,0,SCENE,[JAIME and NED meet up. JAIME blocks their path.]
320,0,0,NED,Your pardon.
321,0,0,JAIME,I hear we might be neighbors soon. I hope it’s true.
322,0,0,NED,"Yes, the king has honored me with his offer."
323,0,0,JAIME,"I’m sure we’ll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale."
324,0,0,NED,I don’t fight in tournaments.
325,0,0,JAIME,No? Getting a little old for it?
326,0,0,NED,"I don’t fight in tournaments because when I fight a man for real, I don’t want him to know what I can do."
327,0,0,JAIME,Well said.
328,0,0,SCENE,[ARYA flips food onto SANSA’s face.]
329,0,0,SANSA,Arya!
330,0,0,SCENE,[CATELYN signals a laughing ROBB to deal with the girls. He hoists up ARYA.]
331,0,0,ROBB,Time for bed.
332,0,0,SCENE,[The scene shifts to after the banquet. NED and CATELYN are in their bed.]
333,0,0,NED,"I’m a Northman. I belong here with you, not down south in that rat’s nest they call a capital."
334,0,0,CATELYN,I won’t let him take you.
335,0,0,NED,The king takes what he wants. That’s why he’s king.
336,0,0,CATELYN,"I’ll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.’"
337,0,0,NED,How did he get so fat?
338,0,0,CATELYN,He only stops eating when it’s time for a drink.
339,0,0,SCENE,[There’s a knock at the door.]
340,0,0,VOICE,"It’s Maester Luwin, my lord."
341,0,0,NED,Send him in.
342,0,0,LUWIN,"Pardon, my lord, my lady. A rider in the night from your sister."
343,0,0,SCENE,[He hands CATELYN a sealed note.]
344,0,0,NED,Stay.
345,0,0,CATELYN,This was sent from the Eyrie. What’s she doing at the Eyrie? She hasn’t been back there since her wedding.
346,0,0,SCENE,"[CATELYN reads the note, looks up in alarm, and then burns it.]"
347,0,0,NED,What news?
348,0,0,CATELYN,She’s fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.
349,0,0,NED,"She’s fresh widowed, Cat. She doesn’t know what she’s saying."
350,0,0,CATELYN,"Lysa’s head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son’s life, if she wasn’t certain her husband was murdered?"
351,0,0,LUWIN,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?"
352,0,0,CATELYN,They murdered the last Hand. Now you want Ned to take the job.
353,0,0,LUWIN,"The king rode for a month to ask Lord Stark’s help. He’s the only one he trusts. You swore the king an oath, my lord."
354,0,0,CATELYN,He spent half his life fighting Robert’s wars. He owes him nothing. (To NED) Your father and brother rode south once on a king’s demand.
355,0,0,LUWIN,A different time. Different king.
356,0,0,SCENE,[The scene shifts to the wild wedding celebration of KHAL DROGO and DAENERYS. Fighting and fornication. DAENERYS looks stricken at everything around her.]
357,0,0,VISERYS,When do I meet with the Khal? We need to begin planning the invasion.
358,0,0,ILLYRIO,"If Khal Drogo has promised you a crown, you shall have it."
359,0,0,VISERYS,When?
360,0,0,ILLYRIO,When their omens favor war.
361,0,0,VISERYS,I piss on Dothraki omens. I waited 17 years to get my throne back.
362,0,0,SCENE,[The sex and violence intensify. Two men fight to the death over a woman each is trying to rape. KHAL DROGO watches avidly.]
363,0,0,ILLYRIO,A Dothraki wedding without at least three deaths is considered a dull affair.
364,0,0,SCENE,"[A knight in Westerosi garb appears. KHAL DROGO greets him in Dothraki. It is JORAH MORMONT, bearing books.]"
365,0,0,JORAH,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.
366,0,0,DAENERYS,"Thank you, ser. Are you from my country?"
367,0,0,JORAH,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king."
368,0,0,SCENE,[DANY is presented with a chest with three dragon eggs in it.]
